period,cusip,shrs,value_thousands,n_holders
2025-06-30,929042109,180252123.0000,6455899608.0000,620
2025-06-30,92919F103,25019321.0000,78500686.0000,102
2025-06-30,92892B103,17400761.0000,650577906.0000,132
2025-06-30,92921W300,23893154.0000,68351304.0000,147
2025-06-30,92922P106,52063009.0000,85165113.0000,189
2025-06-30,929566107,40493882.0000,414938900.0000,290
2025-06-30,93403J106,98983157.0000,2136463108.0000,395
2025-06-30,93627C101,56534376.0000,2367665220.0000,384
2025-06-30,94188P101,9316212.0000,124387000.0000,154
2025-06-30,94419L101,118161050.0000,5974682648.0000,498
2025-06-30,946784105,144445237.0000,5760081776.0000,401
2025-06-30,94724R108,66111306.0000,531714858.0000,252
2025-06-30,948849104,11020855.0000,788861127.0000,257
2025-06-30,950755108,61239801.0000,1641777165.0000,368
2025-06-30,950810101,68925207.0000,2135138216.0000,436
2025-06-30,95123P106,7750133.0000,150525304.0000,139
2025-06-30,960413102,39293893.0000,2754578075.0000,475
2025-06-30,08579X101,64954757.0000,170016452.0000,241
2025-06-30,08862L103,11249255.0000,1957918.0000,45
2025-06-30,055477103,51165429.0000,454588415.0000,140
2025-06-30,08975B109,125268083.0000,810428252.0000,348
2025-06-30,08986R309,1829446.0000,532609581.0000,134
2025-06-30,090043100,96454609.0000,3876451193.0000,527
2025-06-30,09062W204,49855048.0000,969815106.0000,316
2025-06-30,09075A108,48384752.0000,316830519.0000,200
2025-06-30,M2029K104,188544065.0000,8798912447.0000,374
2025-06-30,32051X108,124099913.0000,3048549485.0000,407
2025-06-30,33748L101,69653812.0000,1035682720.0000,263
2025-06-30,33829M101,58895046.0000,7577261350.0000,667
2025-06-30,33830T103,11879693.0000,280135500.0000,181
2025-06-30,338307101,87841768.0000,2179096563.0000,431
2025-06-30,339382103,2473344.0000,84341481.0000,129
2025-06-30,343389409,10336994.0000,148507349.0000,137
2025-06-30,343498101,174680263.0000,2612899073.0000,608
2025-06-30,343412102,158359987.0000,7967440477.0000,703
2025-06-30,343873105,24604930.0000,281075577.0000,195
2025-06-30,302492103,105132774.0000,1208883994.0000,331
2025-06-30,344849104,97883377.0000,2307969617.0000,412
2025-06-30,346232101,18145270.0000,352205317.0000,238
2025-06-30,346375108,75442221.0000,2537449185.0000,457
2025-06-30,346563109,9353655.0000,86604928.0000,156
2025-06-30,74365U107,29714883.0000,89446462.0000,109
2025-06-30,745848101,36256146.0000,88593985.0000,160
2025-06-30,74587V107,32779375.0000,103211500.0000,167
2025-06-30,746228303,12613545.0000,133112335.0000,152
2025-06-30,92552R406,28748812.0000,815769158.0000,259
2025-06-30,74736L109,64402316.0000,5669595002.0000,516
2025-06-30,74727A104,12717388.0000,853756134.0000,296
2025-06-30,74758T303,35032415.0000,4774373726.0000,622
2025-06-30,74766W108,55654846.0000,1028375175.0000,301
2025-06-30,60471A101,207353941.0000,3927245398.0000,443
2025-06-30,91879Q109,40921133.0000,6367578314.0000,636
2025-06-30,045487105,140418980.0000,3269448854.0000,462
2025-06-30,28035Q102,47989962.0000,1076330920.0000,363
2025-06-30,28852N109,50253724.0000,624608560.0000,307
2025-06-30,431284108,115883685.0000,2852103158.0000,534
2025-06-30,432748101,35881668.0000,1074977519.0000,327
2025-06-30,436893200,140718847.0000,3693509922.0000,520
2025-06-30,437872104,10415514.0000,375020633.0000,182
2025-06-30,43940T109,113464614.0000,1186041377.0000,377
2025-06-30,440327104,41231428.0000,1593298759.0000,381
2025-06-30,500255104,116998634.0000,950231107.0000,492
2025-06-30,500643200,51199131.0000,3638053337.0000,528
2025-06-30,48238T109,109817696.0000,2654375173.0000,404
2025-06-30,691497309,15971196.0000,618997902.0000,314
2025-06-30,01741R102,133940836.0000,11334837853.0000,670
2025-06-30,00847J105,29212039.0000,3179186651.0000,421
2025-06-30,29272W109,63893722.0000,1222698788.0000,405
2025-06-30,29275Y102,36428457.0000,3033870415.0000,555
2025-06-30,293712105,29845871.0000,1599480718.0000,365
2025-06-30,29382R107,48001759.0000,110480426.0000,142
2025-06-30,415864107,83501272.0000,717617596.0000,296
2025-06-30,29415F104,197439869.0000,3811445465.0000,442
2025-06-30,52466B103,159803114.0000,1377704151.0000,337
2025-06-30,526057302,7720910.0000,790054709.0000,357
2025-06-30,531229722,58553302.0000,3949930128.0000,417
2025-06-30,70959W103,16792663.0000,2696495688.0000,543
2025-06-30,709789101,21400550.0000,634275609.0000,276
2025-06-30,01749D105,146030488.0000,4887417102.0000,425
2025-06-30,296315104,25155570.0000,4616123103.0000,535
2025-06-30,297602104,21254831.0000,560798807.0000,311
2025-06-30,554382101,252504132.0000,3848798456.0000,451
2025-06-30,55939A107,39691611.0000,470637633.0000,290
2025-06-30,729640102,40740099.0000,633914990.0000,279
2025-06-30,737630103,70382136.0000,2656205265.0000,497
2025-06-30,852312305,53860374.0000,897997471.0000,286
2025-06-30,00164V103,32593339.0000,191571228.0000,237
2025-06-30,023939101,200281754.0000,4485831205.0000,693
2025-06-30,03076K108,64382646.0000,4037947172.0000,514
2025-06-30,353514102,37714986.0000,3312744023.0000,547
2025-06-30,573075108,57386191.0000,735816124.0000,334
2025-06-30,589400100,25640447.0000,1696363582.0000,394
2025-06-30,858927106,31228273.0000,853988203.0000,290
2025-06-30,858586100,19159211.0000,1025132164.0000,314
2025-06-30,86183P102,25646359.0000,169363537.0000,184
2025-06-30,034164103,29367483.0000,1058776126.0000,346
2025-06-30,03762U105,79087130.0000,734606250.0000,357
2025-06-30,G3323L100,39793867.0000,11345905940.0000,703
2025-06-30,59064R109,5191043.0000,484674714.0000,269
2025-06-30,66405S100,5048705.0000,408794769.0000,217
2025-06-30,88224Q107,45802012.0000,3266662177.0000,463
2025-06-30,88322Q108,101649040.0000,3504004172.0000,509
2025-06-30,127203107,73433079.0000,2967601674.0000,496
2025-06-30,12769G100,222977083.0000,5779927116.0000,651
2025-06-30,129500104,34203339.0000,413173922.0000,289
2025-06-30,139674105,8107336.0000,307632299.0000,198
2025-06-30,14174T107,195274328.0000,5448549750.0000,625
2025-06-30,317585404,16142213.0000,387394973.0000,188
2025-06-30,320218100,9279351.0000,458806540.0000,260
2025-06-30,320557101,6367780.0000,158772829.0000,181
2025-06-30,320866106,11066398.0000,392565603.0000,238
2025-06-30,598511103,17021091.0000,482933185.0000,191
2025-06-30,885160101,56442664.0000,4818299275.0000,589
2025-06-30,886029206,45290462.0000,546768951.0000,241
2025-06-30,88642R109,50663797.0000,2064716611.0000,425
2025-06-30,890516107,13395155.0000,442938148.0000,287
2025-06-30,894164102,59161801.0000,2860631998.0000,614
2025-06-30,89469A104,54138058.0000,979176401.0000,338
2025-06-30,14575E105,58003590.0000,660893410.0000,330
2025-06-30,15202L107,14184179.0000,838777564.0000,327
2025-06-30,25264R207,1834560.0000,262151276.0000,200
2025-06-30,253798102,37192948.0000,1260452458.0000,336
2025-06-30,600544100,64635588.0000,1203235325.0000,332
2025-06-30,608190104,50943118.0000,5227774461.0000,704
2025-06-30,609027107,11764322.0000,995726431.0000,328
2025-06-30,626717102,134721924.0000,2843552616.0000,563
2025-06-30,896522109,70021374.0000,1860722547.0000,430
2025-06-30,896945201,132178056.0000,1701871873.0000,438
2025-06-30,90041L105,16850823.0000,1188763015.0000,305
2025-06-30,830830105,60295667.0000,3478752758.0000,474
2025-06-30,16208T102,44580672.0000,297309708.0000,239
2025-06-30,163072101,55652138.0000,3399310626.0000,483
2025-06-30,163086101,38828906.0000,2406092856.0000,380
2025-06-30,25402D102,60801935.0000,1627800246.0000,437
2025-06-30,444144109,33315709.0000,264785784.0000,213
2025-06-30,46571Y107,27197433.0000,670414729.0000,241
2025-06-30,44891N208,71526395.0000,2583279299.0000,507
2025-06-30,453204109,31375429.0000,3395401209.0000,432
2025-06-30,456237106,29559210.0000,122251831.0000,206
2025-06-30,62878D100,182794989.0000,1464298117.0000,301
2025-06-30,633707104,36963026.0000,1302332393.0000,300
2025-06-30,637215104,4179579.0000,398931696.0000,245
2025-06-30,64115T104,64373731.0000,1499052186.0000,366
2025-06-30,649604840,49807329.0000,323700596.0000,265
2025-06-30,65341D102,19161999.0000,618122119.0000,337
2025-06-30,923451108,46913382.0000,1177006863.0000,369
2025-06-30,92511U102,158768691.0000,3519196660.0000,472
2025-06-30,12621E103,91088678.0000,3322552329.0000,495
2025-06-30,457651107,41303679.0000,627316795.0000,261
2025-06-30,45765U103,33800349.0000,4614959876.0000,485
2025-06-30,45778Q107,37035570.0000,2170716068.0000,428
2025-06-30,45774W108,15962243.0000,582059006.0000,282
2025-06-30,459044103,42679856.0000,2717097640.0000,384
2025-06-30,48282T104,13802695.0000,4260559241.0000,478
2025-06-30,49427F108,139770114.0000,3751114212.0000,504
2025-06-30,49803T300,219090576.0000,4366285895.0000,534
2025-06-30,90385V107,42083924.0000,925352175.0000,339
2025-06-30,910340108,16526735.0000,455116468.0000,270
2025-06-30,911163103,57114816.0000,1307225613.0000,405
2025-06-30,913259107,13104831.0000,666916508.0000,343
2025-06-30,91359E105,8702742.0000,338336866.0000,266
2025-06-30,90328M107,11011392.0000,329162701.0000,263
2025-06-30,19623P101,9982021.0000,162350522.0000,162
2025-06-30,200525103,95061988.0000,5787884339.0000,1099
2025-06-30,203607106,39191142.0000,2169340886.0000,414
2025-06-30,204149108,11496135.0000,586214399.0000,253
2025-06-30,48251K100,48816049.0000,412926329.0000,260
2025-06-30,49926D109,86619663.0000,1501644110.0000,389
2025-06-30,741511109,26886336.0000,2737260148.0000,491
2025-06-30,74340E103,82119526.0000,1640141251.0000,454
2025-06-30,743606105,81766890.0000,5322706727.0000,631
2025-06-30,22410J106,25505776.0000,1539191354.0000,406
2025-06-30,693656100,53956187.0000,3512944490.0000,554
2025-06-30,G0750C108,218975149.0000,6346822300.0000,577
2025-06-30,05969A105,49914995.0000,2758036551.0000,416
2025-06-30,05988J103,21267220.0000,317477385.0000,240
2025-06-30,06417N103,106233012.0000,4789555030.0000,658
2025-06-30,06643P104,7337104.0000,70383356.0000,82
2025-06-30,76169C100,260109875.0000,8088830327.0000,624
2025-06-30,92552V100,135739434.0000,1795365645.0000,384
2025-06-30,92663R105,25382624.0000,160945807.0000,183
2025-06-30,927959106,133466386.0000,4497725612.0000,523
2025-06-30,516806205,28958529.0000,448772727.0000,319
2025-06-30,066849100,8955151.0000,256247222.0000,210
2025-06-30,077347300,9639280.0000,813563585.0000,271
2025-06-30,077454106,40001413.0000,4345569147.0000,507
2025-06-30,08160H101,35904956.0000,1366963731.0000,345
2025-06-30,088929104,303360020.0000,3005963624.0000,494
2025-06-30,09180C106,21297025.0000,924649812.0000,291
2025-06-30,466367109,23720648.0000,396804686.0000,282
2025-06-30,783859101,26764545.0000,993816620.0000,319
2025-06-30,78646V107,47203808.0000,650540754.0000,310
2025-06-30,78648T100,12304490.0000,954380947.0000,297
2025-06-30,79546E104,107442478.0000,945525867.0000,342
2025-06-30,804395101,11085455.0000,323438413.0000,273
2025-06-30,807066105,19848046.0000,406402917.0000,252
2025-06-30,80810D103,70888554.0000,1381469540.0000,350
2025-06-30,93148P102,28115034.0000,1864699901.0000,430
2025-06-30,929236107,12145383.0000,2654181643.0000,549
2025-06-30,G48833118,70254118.0000,3137615690.0000,524
2025-06-30,811054402,54525354.0000,150204812.0000,196
2025-06-30,G8060N102,153872044.0000,4275952559.0000,551
2025-06-30,81725T100,42658823.0000,4110297738.0000,475
2025-06-30,957090103,19963950.0000,927282314.0000,322
2025-06-30,96208T104,37958549.0000,5448664062.0000,582
2025-06-30,968223206,41880360.0000,1820668488.0000,442
2025-06-30,982104101,24987540.0000,721751880.0000,328
2025-06-30,11040G103,28071107.0000,804076732.0000,256
2025-06-30,11373M107,74793988.0000,771481871.0000,320
2025-06-30,12135Y108,5437946.0000,316993094.0000,209
2025-06-30,381013101,18215604.0000,515245202.0000,247
2025-06-30,384637104,2727896.0000,2504265522.0000,443
2025-06-30,390905107,4991555.0000,280766771.0000,199
2025-06-30,392709101,33338682.0000,1991944300.0000,417
2025-06-30,402635502,18626406.0000,3563201457.0000,425
2025-06-30,824889109,21741393.0000,394760924.0000,291
2025-06-30,82620P102,7738496.0000,219762155.0000,163
2025-06-30,82981J851,55823754.0000,615410668.0000,332
2025-06-30,830566105,124889517.0000,7542462341.0000,666
2025-06-30,78442P106,219181380.0000,7013631186.0000,624
2025-06-30,83601L102,271642026.0000,2905122269.0000,329
2025-06-30,985817105,62034922.0000,1940622166.0000,492
2025-06-30,48123V102,44106542.0000,1307217367.0000,424
2025-06-30,98980L101,187308716.0000,13288453659.0000,1033
2025-06-30,336901103,18013532.0000,1099385511.0000,293
2025-06-30,000360206,63239478.0000,4565014159.0000,593
2025-06-30,10948W103,35763485.0000,1244279104.0000,324
2025-06-30,00653Q102,136639676.0000,1255446939.0000,331
2025-06-30,25787G100,27514995.0000,1551254429.0000,388
2025-06-30,25960P109,173117339.0000,2454189534.0000,441
2025-06-30,233377407,11360859.0000,965208205.0000,300
2025-06-30,405024100,54200587.0000,3846589502.0000,462
2025-06-30,405217100,73556608.0000,104286916.0000,265
2025-06-30,410495204,27413836.0000,615629184.0000,286
2025-06-30,41165Y100,26697418.0000,233008600.0000,192
2025-06-30,419870100,128211039.0000,1207619871.0000,390
2025-06-30,42222N103,21996988.0000,569115132.0000,317
2025-06-30,42722X106,28728118.0000,668654332.0000,263
2025-06-30,675232102,95791903.0000,1920745750.0000,421
2025-06-30,675234108,43221027.0000,709853793.0000,303
2025-06-30,67098H104,150728512.0000,2017882989.0000,415
2025-06-30,678026105,51769139.0000,261024384.0000,225
2025-06-30,680277100,32639518.0000,564628026.0000,261
2025-06-30,92847W103,42398790.0000,1543419623.0000,377
2025-06-30,17166A101,12676863.0000,17350253.0000,85
2025-06-30,714266103,75511077.0000,881967023.0000,264
2025-06-30,811543107,220782.0000,608631214.0000,239
2025-06-30,81282V100,63494987.0000,2894459043.0000,327
2025-06-30,81761L102,124894742.0000,287860531.0000,277
2025-06-30,98585N106,91797459.0000,766918506.0000,286
2025-06-30,98888T107,24176284.0000,219292111.0000,361
2025-06-30,75776W103,115757996.0000,2066963874.0000,243
2025-06-30,762544104,128120115.0000,505690141.0000,230
2025-06-30,67103X102,42562730.0000,1716897637.0000,376
2025-06-30,67577C105,51825743.0000,47980891.0000,143
2025-06-30,683797104,3983417.0000,239371711.0000,133
2025-06-30,G98239109,344144416.0000,6831462774.0000,481
2025-06-30,493732101,17141604.0000,693210215.0000,330
2025-06-30,68622E104,43875410.0000,37647079.0000,150
2025-06-30,505743104,77118727.0000,800176382.0000,314
2025-06-30,733174700,61121417.0000,5886562900.0000,566
2025-06-30,629445206,3531206.0000,234591528.0000,184
2025-06-30,630402105,32261299.0000,936167276.0000,337
2025-06-30,637372202,11670672.0000,184048557.0000,200
2025-06-30,879080109,17363162.0000,292622123.0000,158
2025-06-30,63942X106,82532788.0000,522393959.0000,284
2025-06-30,904677200,8351590.0000,43072663.0000,78
2025-06-30,60783X104,9020142.0000,27909371.0000,103
2025-06-30,51655R101,35258029.0000,9485773.0000,82
2025-06-30,518613203,134216807.0000,2930157583.0000,397
2025-06-30,530307305,108781187.0000,10024333502.0000,612
2025-06-30,531229748,24177631.0000,1897822002.0000,349
2025-06-30,920437100,529911.0000,20634804.0000,77
2025-06-30,88337F105,30588739.0000,514418331.0000,293
2025-06-30,48115J109,6342369.0000,45235910.0000,74
2025-06-30,74640Y106,70421359.0000,51242898.0000,105
2025-06-30,83422N105,48887757.0000,105182346.0000,204
2025-06-30,74765K105,64328788.0000,124338453.0000,174
2025-06-30,78413P101,11841878.0000,59692786.0000,124
2025-06-30,855919106,14671708.0000,230467600.0000,194
2025-06-30,868358102,6751319.0000,65512551.0000,134
2025-06-30,784730103,133389811.0000,1478095047.0000,407
2025-06-30,P31076105,27729037.0000,3032605539.0000,305
2025-06-30,384313508,119760484.0000,114900733.0000,178
2025-06-30,46266A109,7043649.0000,401223740.0000,256
2025-06-30,318672706,154009546.0000,3012514163.0000,425
2025-06-30,32055Y201,85960037.0000,2442429249.0000,354
2025-06-30,05561Q201,22125933.0000,2120678442.0000,371
2025-06-30,05614L209,28736637.0000,26620991.0000,98
2025-06-30,01626W101,536111231.0000,2877740905.0000,392
2025-06-30,25525P107,181026189.0000,587327238.0000,278
2025-06-30,13765N107,51321762.0000,1046894345.0000,277
2025-06-30,157085101,146123785.0000,197406409.0000,211
2025-06-30,09354A100,21237713.0000,18968629.0000,171
2025-06-30,10482B101,31670212.0000,70712183.0000,153
2025-06-30,124805102,47870970.0000,3187189744.0000,422
2025-06-30,293594107,90101269.0000,906225549.0000,463
2025-06-30,041242108,65768718.0000,274993942.0000,191
2025-06-30,45174J509,91703171.0000,154729997.0000,180
2025-06-30,848560306,12389805.0000,140122927.0000,138
2025-06-30,911684108,14786717.0000,937357998.0000,206
2025-06-30,20451Q104,46411257.0000,283718172.0000,322
2025-06-30,34379V103,121937955.0000,754785784.0000,301
2025-06-30,040413106,1564684.0000,126586609.0000,24
2025-06-30,60784B101,2311215.0000,30849597.0000,99
2025-06-30,898920103,6364920.0000,13957789.0000,69
2025-06-30,030371108,19774652.0000,76613479.0000,186
2025-06-30,04965B100,11229820.0000,55382671.0000,129
2025-06-30,073685109,3493.0000,354818.0000,3
2025-06-30,86745K104,9914957.0000,1225555.0000,37
2025-06-30,867652406,97607.0000,50931.0000,7
2025-06-30,92335C106,16693086.0000,34979799.0000,110
2025-06-30,832156103,3056568.0000,100174551.0000,82
2025-06-30,84445C100,5881873.0000,24418063.0000,92
2025-06-30,358010106,5479785.0000,122365409.0000,117
2025-06-30,532257805,16172194.0000,49565147.0000,54
2025-06-30,73933G202,3446800.0000,212862144.0000,163
2025-06-30,89214P109,44842055.0000,1371734015.0000,360
2025-06-30,911460103,6236099.0000,53268429.0000,84
2025-06-30,45816D100,3381727.0000,90279867.0000,109
2025-06-30,035255108,12685053.0000,127683073.0000,155
2025-06-30,16935C109,197299902.0000,6747346509.0000,182
2025-06-30,76134H101,3704654.0000,117768413.0000,133
2025-06-30,53224K302,8636174.0000,114789800.0000,134
2025-06-30,87157B400,4612245.0000,29758303.0000,109
2025-06-30,87266J104,19735776.0000,16486586.0000,145
2025-06-30,44916K106,10792545.0000,7744682.0000,48
2025-06-30,59165J105,6095371.0000,172809691.0000,150
2025-06-30,74019P207,4438782.0000,17464372.0000,65
2025-06-30,337655104,51526129.0000,26335662.0000,93
2025-06-30,4525EP101,50176545.0000,34994057.0000,72
2025-06-30,00509G209,37610957.0000,43533501.0000,98
2025-06-30,03675P102,17131231.0000,79834287.0000,88
2025-06-30,46578C108,84260225.0000,680114051.0000,215
2025-06-30,64110Y108,8441146.0000,264044231.0000,334
2025-06-30,65250K105,3291329.0000,44855839.0000,196
2025-06-30,00218A105,41406263.0000,282616895.0000,170
2025-06-30,09175A206,269346.0000,8940067.0000,15
2025-06-30,67080T108,3242764.0000,23631745.0000,71
2025-06-30,68247W109,6431955.0000,22467897.0000,52
2025-06-30,68622D106,17690074.0000,8527482.0000,106
2025-06-30,09631H100,1046535.0000,11763367.0000,59
2025-06-30,12448X201,14562573.0000,445951965.0000,198
2025-06-30,07373B109,2050306.0000,2974923.0000,48
2025-06-30,08862E109,34152627.0000,97765779.0000,263
2025-06-30,00175J107,59037451.0000,70640543.0000,167
2025-06-30,696389402,84610.0000,57544.0000,13
2025-06-30,783754104,30919578.0000,659704150.0000,224
2025-06-30,786700104,11676300.0000,87372952.0000,88
2025-06-30,80880W205,619477.0000,3614839.0000,96
2025-06-30,820014405,12202449.0000,119420798.0000,43
2025-06-30,74467Q103,25838275.0000,273924493.0000,234
2025-06-30,75062E106,3722604.0000,6326237.0000,66
2025-06-30,497498105,1888227.0000,2031916.0000,36
2025-06-30,53216B104,23936350.0000,318576278.0000,185
2025-06-30,83086J200,20399663.0000,85172764.0000,82
2025-06-30,18507C103,9154329.0000,107408182.0000,141
2025-06-30,34962G208,9809779.0000,127063335.0000,40
2025-06-30,21077P108,68619080.0000,44962676.0000,43
2025-06-30,22978P106,17351745.0000,11816752.0000,62
2025-06-30,396879108,1231686.0000,11018985.0000,73
2025-06-30,30049A107,19482205.0000,90872970.0000,161
2025-06-30,306121104,373256.0000,2232334.0000,25
2025-06-30,00109K105,5735039.0000,23085165.0000,114
2025-06-30,009422106,3594585.0000,83896146.0000,34
2025-06-30,64031N108,11992269.0000,1438025391.0000,283
2025-06-30,85859N300,1590479.0000,9412397.0000,110
2025-06-30,867981102,4704507.0000,48192733.0000,100
2025-06-30,002120202,66339572.0000,330674619.0000,143
2025-06-30,00246W103,11391505.0000,22481247.0000,79
2025-06-30,652526203,11867369.0000,130425854.0000,181
2025-06-30,65340G205,23982815.0000,87622751.0000,170
2025-06-30,25960R105,21910961.0000,599792958.0000,260
2025-06-30,591774104,9283982.0000,636167815.0000,242
2025-06-30,70805E109,30789912.0000,815914323.0000,281
2025-06-30,178587101,24844286.0000,116650383.0000,189
2025-06-30,75524W108,15751164.0000,127732311.0000,175
2025-06-30,78137L105,44205492.0000,380538452.0000,277
2025-06-30,09077B104,13104421.0000,4578072.0000,46
2025-06-30,387432107,106044842.0000,670341128.0000,221
2025-06-30,17878Y207,9763917.0000,221287633.0000,81
2025-06-30,58844R108,15260483.0000,498351120.0000,237
2025-06-30,759419104,30896075.0000,33829837.0000,128
2025-06-30,760281204,4966796.0000,358179061.0000,205
2025-06-30,894650100,22123043.0000,191912732.0000,165
2025-06-30,46134L105,5931142.0000,111009756.0000,127
2025-06-30,47805L101,6637930.0000,84267415.0000,92
2025-06-30,91733P107,12787307.0000,139344539.0000,56
2025-06-30,12466Q104,1360890.0000,80811743.0000,102
2025-06-30,67018T105,36269234.0000,284807477.0000,256
2025-06-30,457030104,12918586.0000,797258172.0000,284
2025-06-30,15961R303,287237.0000,202114.0000,8
2025-06-30,74167B109,19294067.0000,203685958.0000,172
2025-06-30,23834J201,9809168.0000,2577569610.0000,359
2025-06-30,29882P106,38989325.0000,217148836.0000,173
2025-06-30,00436Q106,44151420.0000,510256659.0000,218
2025-06-30,101044105,20814121.0000,290871150.0000,189
2025-06-30,15746L100,1489709.0000,37579083.0000,57
2025-06-30,140475203,14046852.0000,354609406.0000,92
2025-06-30,37892E102,13058307.0000,346571732.0000,214
2025-06-30,38341P102,176707044.0000,206840842.0000,156
2025-06-30,384556106,8593734.0000,414394394.0000,199
2025-06-30,389375106,71741460.0000,313079658.0000,314
2025-06-30,419596101,12760426.0000,245595276.0000,189
2025-06-30,420476103,2095010.0000,60300233.0000,79
2025-06-30,42727J102,18164591.0000,434684916.0000,248
2025-06-30,26205E107,2916405.0000,8218299.0000,56
2025-06-30,26942G100,3917436.0000,61573472.0000,114
2025-06-30,282914100,104777570.0000,195941659.0000,222
2025-06-30,30040P103,63945259.0000,2231099035.0000,406
2025-06-30,740444104,2962564.0000,466498651.0000,197
2025-06-30,84863T106,10993533.0000,178951079.0000,192
2025-06-30,05875B304,39220411.0000,374638647.0000,57
2025-06-30,47103N106,138999108.0000,1118289025.0000,317
2025-06-30,G93A5A101,205091812.0000,10097746061.0000,423
2025-06-30,56117J100,20322568.0000,633836057.0000,238
2025-06-30,67080N101,224731135.0000,430702281.0000,258
2025-06-30,747301109,20775688.0000,107582249.0000,181
2025-06-30,75134P501,5835249.0000,46723006.0000,135
2025-06-30,30050B101,125851824.0000,1391473246.0000,334
2025-06-30,40145W101,18189989.0000,370708297.0000,159
2025-06-30,68134L109,134633111.0000,1169475502.0000,301
2025-06-30,73757R102,16646169.0000,233816927.0000,253
2025-06-30,817070501,3172952.0000,315116745.0000,234
2025-06-30,167239102,6300388.0000,83084046.0000,134
2025-06-30,17306X102,7468406.0000,248079717.0000,137
2025-06-30,174903104,5940885.0000,79583550.0000,90
2025-06-30,206704108,16949345.0000,102202479.0000,145
2025-06-30,218683100,6200731.0000,93891934.0000,132
2025-06-30,22948Q101,20488316.0000,332268484.0000,250
2025-06-30,439038100,8054366.0000,83875385.0000,128
2025-06-30,45782N108,21334016.0000,165339174.0000,143
2025-06-30,03980N107,95124553.0000,1294488735.0000,155
2025-06-30,040044109,3526901.0000,21487017.0000,67
2025-06-30,04914Y102,3215614.0000,171897951.0000,162
2025-06-30,88362T103,32271846.0000,816896387.0000,266
2025-06-30,88677Q109,23240793.0000,147120371.0000,103
2025-06-30,88830R101,21277829.0000,409964138.0000,205
2025-06-30,89785L107,64608699.0000,116111299.0000,163
2025-06-30,89785X101,26823232.0000,171602253.0000,192
2025-06-30,76680V108,67155977.0000,48278125.0000,164
2025-06-30,78408D105,3541443.0000,66740237.0000,92
2025-06-30,80517M109,171683194.0000,1641287353.0000,197
2025-06-30,82536T107,7643781.0000,98487579.0000,126
2025-06-30,56146T103,27242900.0000,222825461.0000,159
2025-06-30,001228501,9681212.0000,65784259.0000,132
2025-06-30,05603E208,4740041.0000,71776331.0000,72
2025-06-30,171077407,29009108.0000,379423400.0000,220
2025-06-30,48253L205,5125831.0000,9492509.0000,72
2025-06-30,563571405,27751551.0000,282733033.0000,248
2025-06-30,675746606,4209899.0000,156693177.0000,136
2025-06-30,448947507,13116916.0000,853933488.0000,272
2025-06-30,397624206,2594166.0000,177617070.0000,174
2025-06-30,00510N102,99515664.0000,1092921518.0000,116
2025-06-30,30292L107,9047521.0000,239515744.0000,171
2025-06-30,31447P100,13599983.0000,112068919.0000,117
2025-06-30,31931U102,13987618.0000,212018946.0000,157
2025-06-30,33741H107,3000685.0000,88663678.0000,99
2025-06-30,350060109,8069662.0000,172238341.0000,132
2025-06-30,353469109,9583575.0000,200940507.0000,182
2025-06-30,358435105,3719199.0000,58640359.0000,88
2025-06-30,523768406,2395090.0000,15290174.0000,48
2025-06-30,532206109,20332944.0000,1283335965.0000,250
2025-06-30,634865109,1990351.0000,52512804.0000,115
2025-06-30,63945M107,18717658.0000,331820792.0000,185
2025-06-30,64111Q104,26153048.0000,701758325.0000,315
2025-06-30,68162K106,9285985.0000,273815053.0000,216
2025-06-30,68236X100,29319382.0000,59725874.0000,108
2025-06-30,78501P203,10582755.0000,145130496.0000,83
2025-06-30,85916J409,40610840.0000,85570449.0000,123
2025-06-30,178867107,8853558.0000,197868191.0000,186
2025-06-30,229050307,46214331.0000,325128945.0000,227
2025-06-30,10240L102,29715296.0000,1084058389.0000,223
2025-06-30,66661N886,12938754.0000,176271732.0000,101
2025-06-30,095825105,33637270.0000,119946190.0000,131
2025-06-30,69553P100,84498147.0000,1248507587.0000,343
2025-06-30,70014A104,15255690.0000,226149347.0000,175
2025-06-30,710577107,2293642.0000,65522177.0000,101
2025-06-30,714167103,3167125.0000,65203858.0000,56
2025-06-30,91359V107,21699409.0000,580617575.0000,289
2025-06-30,927651109,7912560.0000,57951605.0000,121
2025-06-30,92835K103,11994900.0000,304007544.0000,190
2025-06-30,576853105,24136098.0000,320193997.0000,200
2025-06-30,58470H101,8622468.0000,114006624.0000,184
2025-06-30,59516C106,75385816.0000,270567199.0000,158
2025-06-30,461804106,934127.0000,195636427.0000,168
2025-06-30,N4732M103,77407384.0000,1056460488.0000,228
2025-06-30,91388P105,7721989.0000,193217837.0000,126
2025-06-30,666762109,3929890.0000,341844285.0000,210
2025-06-30,68621T102,19100800.0000,632231123.0000,265
2025-06-30,14808P109,7301319.0000,293560418.0000,226
2025-06-30,538146101,24977536.0000,24814558.0000,89
2025-06-30,35168W103,27636879.0000,44642580.0000,82
2025-06-30,456941103,14111484.0000,251378140.0000,141
2025-06-30,68170A108,26068778.0000,471859422.0000,81
2025-06-30,76200L309,77913273.0000,345415736.0000,125
2025-06-30,92536C103,35222029.0000,20082840.0000,152
2025-06-30,92790C104,94556354.0000,1277486861.0000,263
2025-06-30,026948109,8189277.0000,139863568.0000,74
2025-06-30,83192D402,37958796.0000,1147753130.0000,195
