quarter,sector,role,flow_bn,level_bn,reval_bn,series_code
2021:Q2,Rest of the world,issuer,89.323,10107.013,544.279,FU263164105.Q
2021:Q2,Households and nonprofit organizations,holder,466.51,29099.726,2007.099,FU153064105.Q
2021:Q2,Nonfinancial corporate business,holder,-25.114,2885.874,219.88,FU103064103.Q
2021:Q2,Federal government,holder,0.0,183.308,30.692,FU313064105.Q
2021:Q2,State and local governments,holder,-8.051,114.827,9.035,FU213064103.Q
2021:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2021:Q2,U.S.-chartered depository institutions,holder,0.962,57.908,3.28,FU763064103.Q
2021:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2021:Q2,Property-casualty insurance companies,holder,1.837,584.9,36.749,FU513064105.Q
2021:Q2,Life insurance companies,holder,-38.5,814.452,61.395,FU543064105.Q
2021:Q2,"Private pension funds, including 403(b) plans",holder,-53.443,3397.068,253.705,FU573064105.Q
2021:Q2,Federal government pension funds,holder,3.395,487.596,34.957,FU343064105.Q
2021:Q2,State and local government employee defined benefit pension funds,holder,-46.336,3113.341,187.041,FU223064145.Q
2021:Q2,Mutual funds,holder,-33.631,14919.355,975.079,FU653064100.Q
2021:Q2,Closed-end funds,holder,1.878,121.056,4.312,FU553064103.Q
2021:Q2,Exchange-traded funds,holder,179.324,5184.637,312.667,FU563064100.Q
2021:Q2,Business development companies,holder,1.275,17.011,1.072,FU453064103.Q
2021:Q2,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2021:Q2,Hedge funds (domestic),holder,-35.88,734.542,56.647,FU623064105.Q
2021:Q2,Private debt funds,holder,5.01,90.059,5.794,FU443064100.Q
2021:Q2,Security brokers and dealers,holder,-12.552,145.59,11.628,FU663064105.Q
2021:Q2,Other financial business,holder,-7.445,1.062,0.0,FU503064105.Q
2021:Q2,Rest of the world,holder,-66.998,12163.78,987.27,FU263064105.Q
2021:Q3,All sectors,total,161.184,74327.472,50.196,FU893064105.Q
2021:Q3,Nonfinancial corporate business,issuer,-62.536,50558.128,93.266,FU103164105.Q
2021:Q3,Domestic financial sectors,issuer,144.112,13735.607,109.814,FU793164105.Q
2021:Q3,U.S.-chartered depository institutions,issuer_detail,3.769,160.159,6.032,FU763164105.Q
2021:Q3,Property-casualty insurance companies,issuer_detail,-3.308,968.224,-16.267,FU513164105.Q
2021:Q3,"Life insurance companies, general accounts",issuer_detail,-7.579,229.699,9.588,FU543164175.Q
2021:Q3,Closed-end funds,issuer_detail,3.146,302.547,-0.884,FU554090005.Q
2021:Q3,Exchange-traded funds,issuer_detail,180.369,6580.569,-91.053,FU564090005.Q
2021:Q3,Government-sponsored enterprises,issuer_detail,0.0,223.464,36.52,FU403164105.Q
2021:Q3,Mortgage real estate investment trusts,issuer_detail,1.877,80.434,-4.235,FU643164105.Q
2021:Q3,Business development companies,issuer_detail,7.304,87.68,0.809,FU453164105.Q
2021:Q3,Interval funds and tender offer funds,issuer_detail,0.0,0.0,0.0,FU463164105.Q
2021:Q3,Security brokers and dealers,issuer_detail,-0.534,132.232,27.786,FU663164105.Q
2021:Q3,Holding companies,issuer_detail,-38.867,3074.305,116.175,FU733164105.Q
2021:Q3,Other financial business,issuer_detail,-2.065,1896.294,25.343,FU503164105.Q
2021:Q3,Rest of the world,issuer,79.608,10033.737,-152.884,FU263164105.Q
2021:Q3,Households and nonprofit organizations,holder,109.633,29577.628,368.269,FU153064105.Q
2021:Q3,Nonfinancial corporate business,holder,-25.173,2867.443,6.742,FU103064103.Q
2021:Q3,Federal government,holder,0.0,220.9,37.592,FU313064105.Q
2021:Q3,State and local governments,holder,5.43,119.749,-0.508,FU213064103.Q
2021:Q3,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2021:Q3,U.S.-chartered depository institutions,holder,-0.591,55.881,-1.436,FU763064103.Q
2021:Q3,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2021:Q3,Property-casualty insurance companies,holder,0.574,589.515,4.041,FU513064105.Q
2021:Q3,Life insurance companies,holder,-15.57,802.86,3.978,FU543064105.Q
2021:Q3,"Private pension funds, including 403(b) plans",holder,-73.401,3308.648,-15.019,FU573064105.Q
2021:Q3,Federal government pension funds,holder,-2.385,483.793,-1.418,FU343064105.Q
2021:Q3,State and local government employee defined benefit pension funds,holder,-6.918,3072.552,-33.871,FU223064145.Q
2021:Q3,Mutual funds,holder,-28.892,14716.362,-174.101,FU653064100.Q
2021:Q3,Closed-end funds,holder,0.553,121.324,-0.285,FU553064103.Q
2021:Q3,Exchange-traded funds,holder,133.319,5234.459,-83.497,FU563064100.Q
2021:Q3,Business development companies,holder,0.962,18.387,0.414,FU453064103.Q
2021:Q3,Interval funds and tender offer funds,holder,0.0,0.0,0.0,FU463064105.Q
2021:Q3,Hedge funds (domestic),holder,-1.702,729.592,-3.248,FU623064105.Q
2021:Q3,Private debt funds,holder,5.636,97.887,2.192,FU443064100.Q
2021:Q3,Security brokers and dealers,holder,-29.852,115.094,-0.644,FU663064105.Q
2021:Q3,Other financial business,holder,-1.062,0.0,0.0,FU503064105.Q
2021:Q3,Rest of the world,holder,90.623,12195.398,-59.005,FU263064105.Q
2021:Q4,All sectors,total,27.142,79604.376,5249.762,FU893064105.Q
2021:Q4,Nonfinancial corporate business,issuer,-65.526,54276.033,3783.431,FU103164105.Q
2021:Q4,Domestic financial sectors,issuer,223.062,15053.863,1095.194,FU793164105.Q
2021:Q4,U.S.-chartered depository institutions,issuer_detail,-2.738,172.35,14.929,FU763164105.Q
2021:Q4,Property-casualty insurance companies,issuer_detail,-4.458,1024.238,60.472,FU513164105.Q
2021:Q4,"Life insurance companies, general accounts",issuer_detail,-6.604,239.296,16.201,FU543164175.Q
2021:Q4,Closed-end funds,issuer_detail,3.154,303.861,-1.84,FU554090005.Q
2021:Q4,Exchange-traded funds,issuer_detail,259.244,7190.515,350.702,FU564090005.Q
2021:Q4,Government-sponsored enterprises,issuer_detail,0.0,224.185,0.721,FU403164105.Q
2021:Q4,Mortgage real estate investment trusts,issuer_detail,3.341,83.35,-0.425,FU643164105.Q
2021:Q4,Business development companies,issuer_detail,10.228,98.268,0.36,FU453164105.Q
2021:Q4,Interval funds and tender offer funds,issuer_detail,0.0,84.201,84.201,FU463164105.Q
2021:Q4,Security brokers and dealers,issuer_detail,-5.444,123.785,-3.003,FU663164105.Q
2021:Q4,Holding companies,issuer_detail,-30.9,3065.085,21.68,FU733164105.Q
2021:Q4,Other financial business,issuer_detail,-2.761,2444.729,551.196,FU503164105.Q
2021:Q4,Rest of the world,issuer,-130.394,10274.48,371.137,FU263164105.Q
2021:Q4,Households and nonprofit organizations,holder,403.965,30966.438,984.845,FU153064105.Q
2021:Q4,Nonfinancial corporate business,holder,-27.853,3144.897,305.307,FU103064103.Q
2021:Q4,Federal government,holder,0.0,221.452,0.552,FU313064105.Q
2021:Q4,State and local governments,holder,-7.236,123.036,10.523,FU213064103.Q
2021:Q4,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2021:Q4,U.S.-chartered depository institutions,holder,0.992,60.401,3.528,FU763064103.Q
2021:Q4,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2021:Q4,Property-casualty insurance companies,holder,-0.875,641.877,53.237,FU513064105.Q
2021:Q4,Life insurance companies,holder,-17.129,809.307,23.576,FU543064105.Q
2021:Q4,"Private pension funds, including 403(b) plans",holder,-48.078,3551.317,290.747,FU573064105.Q
2021:Q4,Federal government pension funds,holder,4.611,524.006,35.602,FU343064105.Q
2021:Q4,State and local government employee defined benefit pension funds,holder,-38.086,3362.679,328.213,FU223064145.Q
2021:Q4,Mutual funds,holder,-132.695,15533.811,950.144,FU653064100.Q
2021:Q4,Closed-end funds,holder,1.158,122.695,0.213,FU553064103.Q
2021:Q4,Exchange-traded funds,holder,209.581,5803.329,359.289,FU563064100.Q
2021:Q4,Business development companies,holder,2.631,21.451,0.433,FU453064103.Q
2021:Q4,Interval funds and tender offer funds,holder,0.0,42.288,42.288,FU463064105.Q
2021:Q4,Hedge funds (domestic),holder,-33.353,760.352,64.113,FU623064105.Q
2021:Q4,Private debt funds,holder,11.062,111.254,2.305,FU443064100.Q
2021:Q4,Security brokers and dealers,holder,-61.61,105.598,52.114,FU663064105.Q
2021:Q4,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2021:Q4,Rest of the world,holder,-239.943,13698.188,1742.733,FU263064105.Q
2022:Q1,All sectors,total,19.692,75553.418,-4070.65,FU893064105.Q
2022:Q1,Nonfinancial corporate business,issuer,-132.938,51244.259,-2898.836,FU103164105.Q
2022:Q1,Domestic financial sectors,issuer,138.431,14674.873,-517.421,FU793164105.Q
2022:Q1,U.S.-chartered depository institutions,issuer_detail,-6.657,157.784,-7.909,FU763164105.Q
2022:Q1,Property-casualty insurance companies,issuer_detail,-4.211,1159.488,139.461,FU513164105.Q
2022:Q1,"Life insurance companies, general accounts",issuer_detail,-9.014,252.117,21.835,FU543164175.Q
2022:Q1,Closed-end funds,issuer_detail,0.263,284.849,-19.275,FU554090005.Q
2022:Q1,Exchange-traded funds,issuer_detail,196.261,7014.506,-372.27,FU564090005.Q
2022:Q1,Government-sponsored enterprises,issuer_detail,0.0,224.62,0.435,FU403164105.Q
2022:Q1,Mortgage real estate investment trusts,issuer_detail,-2.076,79.357,-1.917,FU643164105.Q
2022:Q1,Business development companies,issuer_detail,12.612,110.535,-0.345,FU453164105.Q
2022:Q1,Interval funds and tender offer funds,issuer_detail,18.208,101.564,-0.845,FU463164105.Q
2022:Q1,Security brokers and dealers,issuer_detail,-7.173,101.63,-14.982,FU663164105.Q
2022:Q1,Holding companies,issuer_detail,-58.558,2856.675,-149.852,FU733164105.Q
2022:Q1,Other financial business,issuer_detail,-1.224,2331.748,-111.757,FU503164105.Q
2022:Q1,Rest of the world,issuer,14.199,9634.286,-654.393,FU263164105.Q
2022:Q1,Households and nonprofit organizations,holder,287.445,29889.661,-1364.222,FU153064105.Q
2022:Q1,Nonfinancial corporate business,holder,-39.192,2946.674,-159.031,FU103064103.Q
2022:Q1,Federal government,holder,0.0,222.106,0.654,FU313064105.Q
2022:Q1,State and local governments,holder,2.337,118.323,-7.05,FU213064103.Q
2022:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2022:Q1,U.S.-chartered depository institutions,holder,0.578,59.243,-1.736,FU763064103.Q
2022:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2022:Q1,Property-casualty insurance companies,holder,36.58,673.6,-4.857,FU513064105.Q
2022:Q1,Life insurance companies,holder,-0.549,770.277,-38.481,FU543064105.Q
2022:Q1,"Private pension funds, including 403(b) plans",holder,-21.498,3326.309,-203.51,FU573064105.Q
2022:Q1,Federal government pension funds,holder,-7.961,485.522,-30.523,FU343064105.Q
2022:Q1,State and local government employee defined benefit pension funds,holder,-47.177,3244.031,-71.471,FU223064145.Q
2022:Q1,Mutual funds,holder,-101.481,14328.619,-1103.711,FU653064100.Q
2022:Q1,Closed-end funds,holder,0.288,115.523,-7.46,FU553064103.Q
2022:Q1,Exchange-traded funds,holder,154.605,5633.518,-324.416,FU563064100.Q
2022:Q1,Business development companies,holder,1.517,23.18,0.212,FU453064103.Q
2022:Q1,Interval funds and tender offer funds,holder,4.706,47.21,0.216,FU463064105.Q
2022:Q1,Hedge funds (domestic),holder,-33.449,683.331,-43.572,FU623064105.Q
2022:Q1,Private debt funds,holder,-0.397,111.957,1.1,FU443064100.Q
2022:Q1,Security brokers and dealers,holder,-23.932,75.615,-6.051,FU663064105.Q
2022:Q1,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2022:Q1,Rest of the world,holder,-192.728,12798.719,-706.741,FU263064105.Q
2022:Q2,All sectors,total,238.035,63370.664,-12420.789,FU893064105.Q
2022:Q2,Nonfinancial corporate business,issuer,-132.624,42361.788,-8749.847,FU103164105.Q
2022:Q2,Domestic financial sectors,issuer,111.111,12678.115,-2107.869,FU793164105.Q
2022:Q2,U.S.-chartered depository institutions,issuer_detail,2.257,129.048,-30.993,FU763164105.Q
2022:Q2,Property-casualty insurance companies,issuer_detail,-4.661,951.775,-203.052,FU513164105.Q
2022:Q2,"Life insurance companies, general accounts",issuer_detail,-7.401,212.304,-32.412,FU543164175.Q
2022:Q2,Closed-end funds,issuer_detail,0.547,254.741,-30.655,FU554090005.Q
2022:Q2,Exchange-traded funds,issuer_detail,117.049,6156.505,-975.05,FU564090005.Q
2022:Q2,Government-sponsored enterprises,issuer_detail,0.0,224.656,0.036,FU403164105.Q
2022:Q2,Mortgage real estate investment trusts,issuer_detail,-2.483,66.728,-10.146,FU643164105.Q
2022:Q2,Business development companies,issuer_detail,11.889,118.58,-3.844,FU453164105.Q
2022:Q2,Interval funds and tender offer funds,issuer_detail,5.524,103.454,-3.634,FU463164105.Q
2022:Q2,Security brokers and dealers,issuer_detail,0.032,84.594,-17.068,FU663164105.Q
2022:Q2,Holding companies,issuer_detail,-10.953,2331.765,-513.957,FU733164105.Q
2022:Q2,Other financial business,issuer_detail,-0.689,2043.965,-287.094,FU503164105.Q
2022:Q2,Rest of the world,issuer,259.548,8330.761,-1563.073,FU263164105.Q
2022:Q2,Households and nonprofit organizations,holder,98.693,24862.1,-5126.254,FU153064105.Q
2022:Q2,Nonfinancial corporate business,holder,-32.747,2429.344,-484.583,FU103064103.Q
2022:Q2,Federal government,holder,0.0,222.892,0.786,FU313064105.Q
2022:Q2,State and local governments,holder,26.472,124.482,-20.313,FU213064103.Q
2022:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2022:Q2,U.S.-chartered depository institutions,holder,-1.938,49.546,-7.759,FU763064103.Q
2022:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2022:Q2,Property-casualty insurance companies,holder,2.932,595.397,-81.135,FU513064105.Q
2022:Q2,Life insurance companies,holder,5.037,673.937,-101.377,FU543064105.Q
2022:Q2,"Private pension funds, including 403(b) plans",holder,23.269,2778.538,-571.04,FU573064105.Q
2022:Q2,Federal government pension funds,holder,4.379,410.083,-79.818,FU343064105.Q
2022:Q2,State and local government employee defined benefit pension funds,holder,-87.899,2928.257,-227.875,FU223064145.Q
2022:Q2,Mutual funds,holder,-66.814,11894.395,-2367.41,FU653064100.Q
2022:Q2,Closed-end funds,holder,0.402,99.752,-16.173,FU553064103.Q
2022:Q2,Exchange-traded funds,holder,71.96,4802.233,-903.245,FU563064100.Q
2022:Q2,Business development companies,holder,1.376,23.699,-0.857,FU453064103.Q
2022:Q2,Interval funds and tender offer funds,holder,0.155,45.364,-2.001,FU463064105.Q
2022:Q2,Hedge funds (domestic),holder,32.587,598.608,-117.31,FU623064105.Q
2022:Q2,Private debt funds,holder,-1.803,106.015,-4.139,FU443064100.Q
2022:Q2,Security brokers and dealers,holder,-54.621,8.013,-12.981,FU663064105.Q
2022:Q2,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2022:Q2,Rest of the world,holder,216.595,10718.009,-2297.305,FU263064105.Q
2022:Q3,All sectors,total,123.663,60124.328,-3369.999,FU893064105.Q
2022:Q3,Nonfinancial corporate business,issuer,-149.244,40367.31,-1845.234,FU103164105.Q
2022:Q3,Domestic financial sectors,issuer,91.898,12212.318,-557.695,FU793164105.Q
2022:Q3,U.S.-chartered depository institutions,issuer_detail,0.986,126.38,-3.654,FU763164105.Q
2022:Q3,Property-casualty insurance companies,issuer_detail,-4.267,913.65,-33.858,FU513164105.Q
2022:Q3,"Life insurance companies, general accounts",issuer_detail,-8.021,213.718,9.435,FU543164175.Q
2022:Q3,Closed-end funds,issuer_detail,-0.526,239.019,-15.196,FU554090005.Q
2022:Q3,Exchange-traded funds,issuer_detail,100.797,5892.048,-365.254,FU564090005.Q
2022:Q3,Government-sponsored enterprises,issuer_detail,0.0,225.646,0.99,FU403164105.Q
2022:Q3,Mortgage real estate investment trusts,issuer_detail,-2.556,54.365,-9.807,FU643164105.Q
2022:Q3,Business development companies,issuer_detail,7.091,124.442,-1.229,FU453164105.Q
2022:Q3,Interval funds and tender offer funds,issuer_detail,4.064,107.138,-0.38,FU463164105.Q
2022:Q3,Security brokers and dealers,issuer_detail,0.9,80.855,-4.639,FU663164105.Q
2022:Q3,Holding companies,issuer_detail,-5.874,2272.999,-52.892,FU733164105.Q
2022:Q3,Other financial business,issuer_detail,-0.696,1962.058,-81.211,FU503164105.Q
2022:Q3,Rest of the world,issuer,181.009,7544.7,-967.07,FU263164105.Q
2022:Q3,Households and nonprofit organizations,holder,184.813,23845.847,-1201.066,FU153064105.Q
2022:Q3,Nonfinancial corporate business,holder,-31.019,2270.125,-128.2,FU103064103.Q
2022:Q3,Federal government,holder,0.0,223.7,0.808,FU313064105.Q
2022:Q3,State and local governments,holder,4.714,123.038,-6.158,FU213064103.Q
2022:Q3,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2022:Q3,U.S.-chartered depository institutions,holder,-0.227,45.846,-3.473,FU763064103.Q
2022:Q3,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2022:Q3,Property-casualty insurance companies,holder,-55.867,507.9,-31.63,FU513064105.Q
2022:Q3,Life insurance companies,holder,-8.082,630.052,-35.803,FU543064105.Q
2022:Q3,"Private pension funds, including 403(b) plans",holder,23.137,2664.233,-137.442,FU573064105.Q
2022:Q3,Federal government pension funds,holder,-3.4,384.859,-21.824,FU343064105.Q
2022:Q3,State and local government employee defined benefit pension funds,holder,-15.671,2784.235,-128.351,FU223064145.Q
2022:Q3,Mutual funds,holder,-65.863,11077.427,-751.105,FU653064100.Q
2022:Q3,Closed-end funds,holder,-0.002,92.849,-6.901,FU553064103.Q
2022:Q3,Exchange-traded funds,holder,55.361,4552.096,-305.498,FU563064100.Q
2022:Q3,Business development companies,holder,3.019,26.336,-0.382,FU453064103.Q
2022:Q3,Interval funds and tender offer funds,holder,0.654,46.826,0.808,FU463064105.Q
2022:Q3,Hedge funds (domestic),holder,-0.511,568.487,-29.61,FU623064105.Q
2022:Q3,Private debt funds,holder,4.116,108.422,-1.709,FU443064100.Q
2022:Q3,Security brokers and dealers,holder,40.109,47.726,-0.396,FU663064105.Q
2022:Q3,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2022:Q3,Rest of the world,holder,-11.618,10124.324,-582.067,FU263064105.Q
2022:Q4,All sectors,total,-145.408,63879.184,3900.264,FU893064105.Q
2022:Q4,Nonfinancial corporate business,issuer,-138.006,42064.546,1835.242,FU103164105.Q
2022:Q4,Domestic financial sectors,issuer,209.73,13290.593,868.545,FU793164105.Q
2022:Q4,U.S.-chartered depository institutions,issuer_detail,20.72,124.154,-22.946,FU763164105.Q
2022:Q4,Property-casualty insurance companies,issuer_detail,-3.183,1029.91,119.443,FU513164105.Q
2022:Q4,"Life insurance companies, general accounts",issuer_detail,-5.889,246.958,39.129,FU543164175.Q
2022:Q4,Closed-end funds,issuer_detail,-0.808,247.906,9.695,FU554090005.Q
2022:Q4,Exchange-traded funds,issuer_detail,195.162,6476.913,389.703,FU564090005.Q
2022:Q4,Government-sponsored enterprises,issuer_detail,0.0,229.331,3.685,FU403164105.Q
2022:Q4,Mortgage real estate investment trusts,issuer_detail,1.007,60.433,5.061,FU643164105.Q
2022:Q4,Business development companies,issuer_detail,3.614,127.322,-0.734,FU453164105.Q
2022:Q4,Interval funds and tender offer funds,issuer_detail,2.285,109.819,0.396,FU463164105.Q
2022:Q4,Security brokers and dealers,issuer_detail,-0.677,91.449,11.271,FU663164105.Q
2022:Q4,Holding companies,issuer_detail,-2.135,2488.601,217.737,FU733164105.Q
2022:Q4,Other financial business,issuer_detail,-0.366,2057.797,96.105,FU503164105.Q
2022:Q4,Rest of the world,issuer,-217.132,8524.045,1196.477,FU263164105.Q
2022:Q4,Households and nonprofit organizations,holder,24.628,25140.293,1269.818,FU153064105.Q
2022:Q4,Nonfinancial corporate business,holder,-33.215,2397.646,160.736,FU103064103.Q
2022:Q4,Federal government,holder,0.0,227.558,3.858,FU313064105.Q
2022:Q4,State and local governments,holder,-6.959,124.336,8.257,FU213064103.Q
2022:Q4,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2022:Q4,U.S.-chartered depository institutions,holder,-0.296,51.376,5.826,FU763064103.Q
2022:Q4,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2022:Q4,Property-casualty insurance companies,holder,-8.025,532.945,33.07,FU513064105.Q
2022:Q4,Life insurance companies,holder,-12.574,658.501,41.023,FU543064105.Q
2022:Q4,"Private pension funds, including 403(b) plans",holder,55.528,2898.562,178.801,FU573064105.Q
2022:Q4,Federal government pension funds,holder,0.799,418.678,33.02,FU343064105.Q
2022:Q4,State and local government employee defined benefit pension funds,holder,18.796,2980.796,177.765,FU223064145.Q
2022:Q4,Mutual funds,holder,-152.334,11867.026,941.933,FU653064100.Q
2022:Q4,Closed-end funds,holder,-0.554,98.518,6.223,FU553064103.Q
2022:Q4,Exchange-traded funds,holder,134.137,5059.184,372.951,FU563064100.Q
2022:Q4,Business development companies,holder,1.281,27.663,0.046,FU453064103.Q
2022:Q4,Interval funds and tender offer funds,holder,3.05,49.378,-0.498,FU463064105.Q
2022:Q4,Hedge funds (domestic),holder,-34.968,571.671,38.152,FU623064105.Q
2022:Q4,Private debt funds,holder,6.783,115.394,0.189,FU443064100.Q
2022:Q4,Security brokers and dealers,holder,-3.294,47.635,3.203,FU663064105.Q
2022:Q4,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2022:Q4,Rest of the world,holder,-138.191,10612.024,625.891,FU263064105.Q
2023:Q1,All sectors,total,-90.699,67705.836,3917.351,FU893064105.Q
2023:Q1,Nonfinancial corporate business,issuer,-97.893,45418.097,3451.444,FU103164105.Q
2023:Q1,Domestic financial sectors,issuer,47.018,13266.763,-70.848,FU793164105.Q
2023:Q1,U.S.-chartered depository institutions,issuer_detail,-10.256,84.585,-29.313,FU763164105.Q
2023:Q1,Property-casualty insurance companies,issuer_detail,-3.254,1011.363,-15.293,FU513164105.Q
2023:Q1,"Life insurance companies, general accounts",issuer_detail,-5.516,216.416,-25.026,FU543164175.Q
2023:Q1,Closed-end funds,issuer_detail,0.325,247.704,-0.527,FU554090005.Q
2023:Q1,Exchange-traded funds,issuer_detail,84.09,6882.604,321.601,FU564090005.Q
2023:Q1,Government-sponsored enterprises,issuer_detail,0.0,233.697,4.366,FU403164105.Q
2023:Q1,Mortgage real estate investment trusts,issuer_detail,0.593,58.498,-2.528,FU643164105.Q
2023:Q1,Business development companies,issuer_detail,4.571,132.562,0.669,FU453164105.Q
2023:Q1,Interval funds and tender offer funds,issuer_detail,2.521,115.013,2.673,FU463164105.Q
2023:Q1,Security brokers and dealers,issuer_detail,2.764,96.206,1.993,FU663164105.Q
2023:Q1,Holding companies,issuer_detail,-28.332,2224.653,-235.616,FU733164105.Q
2023:Q1,Other financial business,issuer_detail,-0.488,1963.462,-93.847,FU503164105.Q
2023:Q1,Rest of the world,issuer,-39.824,9020.976,536.755,FU263164105.Q
2023:Q1,Households and nonprofit organizations,holder,-34.356,26794.272,1688.335,FU153064105.Q
2023:Q1,Nonfinancial corporate business,holder,-20.331,2571.331,194.016,FU103064103.Q
2023:Q1,Federal government,holder,0.0,231.606,4.048,FU313064105.Q
2023:Q1,State and local governments,holder,-1.477,131.302,8.443,FU213064103.Q
2023:Q1,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2023:Q1,U.S.-chartered depository institutions,holder,-0.33,51.691,0.645,FU763064103.Q
2023:Q1,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2023:Q1,Property-casualty insurance companies,holder,11.462,576.382,31.975,FU513064105.Q
2023:Q1,Life insurance companies,holder,-20.191,677.816,39.506,FU543064105.Q
2023:Q1,"Private pension funds, including 403(b) plans",holder,-42.911,3052.494,196.843,FU573064105.Q
2023:Q1,Federal government pension funds,holder,-0.174,448.833,30.329,FU343064105.Q
2023:Q1,State and local government employee defined benefit pension funds,holder,-83.673,2961.559,64.436,FU223064145.Q
2023:Q1,Mutual funds,holder,-41.366,12537.122,711.462,FU653064100.Q
2023:Q1,Closed-end funds,holder,0.017,98.387,-0.148,FU553064103.Q
2023:Q1,Exchange-traded funds,holder,29.269,5376.461,288.008,FU563064100.Q
2023:Q1,Business development companies,holder,-1.685,26.159,0.181,FU453064103.Q
2023:Q1,Interval funds and tender offer funds,holder,1.423,52.738,1.937,FU463064105.Q
2023:Q1,Hedge funds (domestic),holder,-25.281,585.212,38.822,FU623064105.Q
2023:Q1,Private debt funds,holder,-8.847,107.302,0.755,FU443064100.Q
2023:Q1,Security brokers and dealers,holder,25.225,76.095,3.235,FU663064105.Q
2023:Q1,Other financial business,holder,0.0,0.0,0.0,FU503064105.Q
2023:Q1,Rest of the world,holder,122.527,11349.074,614.523,FU263064105.Q
2023:Q2,All sectors,total,90.055,72083.715,4287.824,FU893064105.Q
2023:Q2,Nonfinancial corporate business,issuer,-105.655,48933.431,3620.989,FU103164105.Q
2023:Q2,Domestic financial sectors,issuer,113.218,13896.623,516.642,FU793164105.Q
2023:Q2,U.S.-chartered depository institutions,issuer_detail,0.141,80.947,-3.779,FU763164105.Q
2023:Q2,Property-casualty insurance companies,issuer_detail,-2.974,1078.452,70.063,FU513164105.Q
2023:Q2,"Life insurance companies, general accounts",issuer_detail,-7.097,223.873,14.554,FU543164175.Q
2023:Q2,Closed-end funds,issuer_detail,0.101,248.603,0.798,FU554090005.Q
2023:Q2,Exchange-traded funds,issuer_detail,134.931,7299.65,282.115,FU564090005.Q
2023:Q2,Government-sponsored enterprises,issuer_detail,0.0,238.095,4.398,FU403164105.Q
2023:Q2,Mortgage real estate investment trusts,issuer_detail,0.127,62.974,4.349,FU643164105.Q
2023:Q2,Business development companies,issuer_detail,7.251,140.526,0.713,FU453164105.Q
2023:Q2,Interval funds and tender offer funds,issuer_detail,2.257,119.032,1.762,FU463164105.Q
2023:Q2,Security brokers and dealers,issuer_detail,5.429,93.585,-8.05,FU663164105.Q
2023:Q2,Holding companies,issuer_detail,-26.311,2265.188,66.846,FU733164105.Q
2023:Q2,Other financial business,issuer_detail,-0.637,2045.698,82.873,FU503164105.Q
2023:Q2,Rest of the world,issuer,82.492,9253.661,150.193,FU263164105.Q
2023:Q2,Households and nonprofit organizations,holder,122.437,28516.656,1599.947,FU153064105.Q
2023:Q2,Nonfinancial corporate business,holder,-22.019,2762.731,213.419,FU103064103.Q
2023:Q2,Federal government,holder,0.0,235.851,4.245,FU313064105.Q
2023:Q2,State and local governments,holder,-9.645,132.11,10.453,FU213064103.Q
2023:Q2,Central bank,holder,0.0,0.0,0.0,FU713064103.Q
2023:Q2,U.S.-chartered depository institutions,holder,1.311,54.686,1.684,FU763064103.Q
2023:Q2,Foreign banking offices in the U.S.,holder,0.0,0.0,0.0,FU753064103.Q
2023:Q2,Property-casualty insurance companies,holder,-7.724,605.232,36.574,FU513064105.Q
2023:Q2,Life insurance companies,holder,-33.167,687.659,43.01,FU543064105.Q
2023:Q2,"Private pension funds, including 403(b) plans",holder,-35.504,3260.003,243.013,FU573064105.Q
2023:Q2,Federal government pension funds,holder,3.404,485.144,32.907,FU343064105.Q
2023:Q2,State and local government employee defined benefit pension funds,holder,15.898,3123.455,145.998,FU223064145.Q
2023:Q2,Mutual funds,holder,-78.089,13229.677,770.644,FU653064100.Q
2023:Q2,Closed-end funds,holder,0.094,101.018,2.537,FU553064103.Q
2023:Q2,Exchange-traded funds,holder,87.148,5766.227,302.618,FU563064100.Q
2023:Q2,Business development companies,holder,2.677,29.053,0.217,FU453064103.Q
