cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag,is_10k
66740,3M COMPANY,1464000000.0,0000066740-25-000006,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
66740,3M COMPANY,33000000.0,0000066740-26-000014,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
66740,3M COMPANY,1801000000.0,0000066740-26-000014,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
66740,3M COMPANY,3251000000.0,0000066740-26-000014,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
68505,"Motorola Solutions, Inc.",3177000000.0,0000068505-18-000009,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
68505,"Motorola Solutions, Inc.",842000000.0,0000068505-19-000006,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
68505,"Motorola Solutions, Inc.",483000000.0,0000068505-20-000006,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
68505,"Motorola Solutions, Inc.",132000000.0,0000068505-21-000008,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
68505,"MOTOROLA SOLUTIONS, INC.",315000000.0,0000068505-22-000010,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
68505,"MOTOROLA SOLUTIONS, INC.",612000000.0,0000068505-23-000015,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
68505,"Motorola Solutions, Inc.",528000000.0,0000068505-24-000008,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
68505,"MOTOROLA SOLUTIONS, INC.",836000000.0,0000068505-25-000012,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
68505,"MOTOROLA SOLUTIONS, INC.",804000000.0,0000068505-26-000010,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
68505,"MOTOROLA SOLUTIONS, INC.",244000000.0,0000068505-26-000010,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
68505,"MOTOROLA SOLUTIONS, INC.",1154000000.0,0000068505-26-000010,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,2374000000.0,0000070858-18-000009,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,5112000000.0,0000070858-19-000012,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,12814000000.0,0000070858-20-000011,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,20094000000.0,0000070858-21-000023,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,28144000000.0,0000070858-22-000062,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,7025000000.0,0000070858-23-000092,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,25126000000.0,0000070858-24-000122,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,5073000000.0,0000070858-25-000139,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,4576000000.0,0000070858-26-000157,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,13104000000.0,0000070858-26-000157,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
70858,Bank of America Corporation,21433000000.0,0000070858-26-000157,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,383851000.0,0001564590-17-024983,2015-10-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,33421000.0,0001564590-18-030928,2016-10-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,3216000.0,0001564590-19-045927,2017-10-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,24012000.0,0000072331-20-000024,2018-10-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,120510000.0,0000072331-21-000079,2019-10-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,52614000.0,0000072331-22-000185,2020-10-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,60970000.0,0000072331-23-000242,2021-10-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,262869000.0,0000072331-24-000177,2022-10-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,89708000.0,0000072331-25-000144,2023-10-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,33339000.0,0000072331-25-000144,2024-10-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
72331,NORDSON CORPORATION,306367000.0,0000072331-25-000144,2025-10-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
72903,XCEL ENERGY INC,0.0,0000072903-18-000009,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
72903,XCEL ENERGY INC,32000000.0,0000072903-19-000010,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
72903,XCEL ENERGY INC,3000000.0,0000072903-19-000010,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
72903,XCEL ENERGY INC,1000000.0,0000072903-19-000010,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,8697000000.0,0000072971-19-000225,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,8116000000.0,0000072971-19-000227,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,9908000000.0,0000072971-20-000217,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,20633000000.0,0000072971-21-000197,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,24533000000.0,0000072971-22-000096,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,3415000000.0,0000072971-23-000071,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,14464000000.0,0000072971-24-000064,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,6033000000.0,0000072971-25-000066,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,11851000000.0,0000072971-26-000133,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,19448000000.0,0000072971-26-000133,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
72971,WELLS FARGO & COMPANY/MN,17516000000.0,0000072971-26-000133,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,496900000.0,0000073124-18-000141,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,411100000.0,0000073124-19-000088,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,523100000.0,0000073124-20-000101,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,924300000.0,0000073124-21-000071,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,1100200000.0,0000073124-22-000071,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,299800000.0,0000073124-23-000049,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,267600000.0,0000073124-24-000073,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,35400000.0,0000073124-25-000105,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,347500000.0,0000073124-26-000016,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,937800000.0,0000073124-26-000016,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
73124,NORTHERN TRUST CORPORATION,1273500000.0,0000073124-26-000016,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORP,66505000.0,0001193125-18-064018,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORP,5173000.0,0001193125-19-057744,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORP,90304000.0,0001564590-20-007794,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORP,853997000.0,0001564590-21-009503,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,298541000.0,0001564590-22-007679,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,39499000.0,0001564590-23-002793,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,3276088000.0,0000950170-24-021195,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,2763000000.0,0000950170-25-028427,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,1554000000.0,0001193125-26-071575,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,2217000000.0,0001193125-26-071575,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
73309,NUCOR CORPORATION,700000000.0,0001193125-26-071575,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
74208,"UDR, Inc.",19988000.0,0000074208-21-000025,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
74208,"UDR, Inc.",19795000.0,0000074208-23-000007,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
74208,"UDR, Inc.",49028000.0,0000074208-25-000010,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
74208,"UDR, Inc.",25009000.0,0000074208-26-000013,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
74208,"UDR, Inc.",117811000.0,0000074208-26-000013,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,201600000.0,0001564590-18-002675,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,70500000.0,0001564590-19-003670,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,354400000.0,0001564590-21-006370,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,110200000.0,0001564590-22-006237,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,42100000.0,0001564590-23-002203,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,1500000.0,0000950170-24-017900,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,2100000.0,0000950170-25-023145,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,3500000.0,0001193125-26-057025,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,4500000.0,0001193125-26-057025,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
75362,PACCAR Inc,36100000.0,0001193125-26-057025,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,154700000.0,0001564590-18-003690,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,100300000.0,0001564590-19-005284,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,0.0,0000950170-22-001913,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,0.0,0000950170-23-003990,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,193000000.0,0000950170-24-022794,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,522600000.0,0000950170-25-028533,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,41500000.0,0001193125-26-074129,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,0.0,0001193125-26-074129,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
75677,PACKAGING CORP OF AMERICA,153000000.0,0001193125-26-074129,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
76334,Parker-Hannifin Corp,1436309000.0,0000076334-17-000095,2015-06-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
76334,Parker-Hannifin Corp,587365000.0,0000076334-18-000087,2016-06-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,338078000.0,0000076334-19-000096,2017-06-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
76334,Parker-Hannifin Corp,381041000.0,0000076334-20-000099,2018-06-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,860052000.0,0000076334-21-000187,2019-06-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,216049000.0,0000076334-22-000034,2020-06-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,218818000.0,0000076334-23-000042,2021-06-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,460056000.0,0000076334-24-000044,2022-06-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,297000000.0,0000076334-25-000035,2023-06-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,332000000.0,0000076334-26-000105,2024-06-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,1766000000.0,0000076334-26-000105,2025-06-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
76334,PARKER-HANNIFIN CORPORATION,1262000000.0,0000076334-26-000105,2026-06-30,,,,,,2026,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,200000000.0,0000077360-18-000007,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,0.0,0000077360-19-000006,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,200000000.0,0000077360-20-000006,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,500000000.0,0000077360-21-000005,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,150000000.0,0000077360-22-000006,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,150200000.0,0000077360-23-000006,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,150000000.0,0000077360-24-000007,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,50000000.0,0000077360-25-000006,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,0.0,0000077360-26-000007,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,150000000.0,0000077360-26-000007,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
77360,Pentair plc,225000000.0,0000077360-26-000007,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",5000000000.0,0000077476-18-000012,2015-12-26,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",3000000000.0,0000077476-19-000017,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",2000000000.0,0000077476-20-000015,2017-12-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",2000000000.0,0000077476-21-000007,2018-12-29,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",3000000000.0,0000077476-22-000010,2019-12-28,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",2000000000.0,0000077476-23-000007,2020-12-26,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",106000000.0,0000077476-24-000008,2021-12-25,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",1500000000.0,0000077476-25-000042,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",1000000000.0,0000077476-26-000007,2023-12-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",1000000000.0,0000077476-26-000007,2024-12-28,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
77476,"PepsiCo, Inc.",1000000000.0,0000077476-26-000007,2025-12-27,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,6160000000.0,0000078003-18-000027,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,5000000000.0,0000078003-19-000015,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,5000000000.0,0000078003-20-000014,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,12198000000.0,0000078003-21-000038,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,8865000000.0,0000078003-22-000027,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,0.0,0000078003-23-000024,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,0.0,0000078003-24-000039,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,2000000000.0,0000078003-25-000054,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,0.0,0000078003-25-000054,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
78003,PFIZER INC,0.0,0000078003-25-000054,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",163750000.0,0000079282-18-000006,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",18908000.0,0000079282-19-000006,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",128639000.0,0001564590-20-006075,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",91250000.0,0001564590-21-007624,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",58671000.0,0000950170-22-001654,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",55100000.0,0000950170-23-004717,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",82600000.0,0000950170-24-018890,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",74000000.0,0000950170-25-019039,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",0.0,0001193125-26-046984,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",0.0,0001193125-26-046984,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
79282,"BROWN & BROWN, INC.",100000000.0,0001193125-26-046984,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
79879,PPG INDUSTRIES INC,751000000.0,0000079879-18-000039,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
79879,PPG INDUSTRIES INC,1050000000.0,0000079879-19-000008,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
79879,PPG INDUSTRIES INC,813000000.0,0000079879-20-000008,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
79879,PPG INDUSTRIES INC,1721000000.0,0000079879-21-000008,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",325000000.0,0000079879-22-000009,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",0.0,0000079879-23-000007,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",210000000.0,0000079879-24-000040,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",190000000.0,0000079879-25-000034,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",86000000.0,0000079879-26-000046,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",752000000.0,0000079879-26-000046,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
79879,"PPG INDUSTRIES, INC.",790000000.0,0000079879-26-000046,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,4604000000.0,0000080424-17-000047,2015-06-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,4004000000.0,0000080424-18-000106,2016-06-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,5204000000.0,0000080424-19-000050,2017-06-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,7004000000.0,0000080424-20-000059,2018-06-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
80424,THE PROCTER & GAMBLE COMPANY,5003000000.0,0000080424-21-000100,2019-06-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,7405000000.0,0000080424-22-000064,2020-06-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,11009000000.0,0000080424-23-000073,2021-06-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
80424,PROCTER & GAMBLE CO,10003000000.0,0000080424-24-000083,2022-06-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
